pdf_link,pdf_year,row_id,Receiver,From,Justification,Gift,Disposition,Gift_Rec_Date,Value_USD
http://www.state.gov/documents/organization/234202.pdf,2014,17.34,White House Staff Member Puneet Talwar.,"His Majesty Sultan Qaboos bin Said al Said, Sultan of Oman.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"14″ Khanjar knife, sheath, and belt with detailed silver work. Framed photograph of President Obama in the Oval Office. Wood chess and backgammon board in a leather case. Silver bracelet with green stone",Transferred to General Services Administration.,2013-03-03,"7,890.00"
http://www.state.gov/documents/organization/234202.pdf,2014,17.35,White House Staff Member Caroline Atkinson.,"Dr. Heather Smith, PSM, Deputy Secretary and G20 Sherpa, Department of the Prime Minister and Cabinet of Australia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Two-piece rolling computer case business set. Leather tablet computer case with pen and notepad. Crystal icon of Sydney’s Opera House containing an ingot cut from the outer wall of the opera house,Transferred to General Services Administration.,2013-12-12,753.16
http://www.state.gov/documents/organization/234202.pdf,2014,17.36,White House Staff Member Colin Willett.,"His Excellency Nguyen Quoc Cuong, Ambassador of the Socialist Republic of Vietnam to the United States.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Necklace of cultured pearls with silver clasp,Transferred to General Services Administration.,2013-12-19,"1,600.00"
http://www.state.gov/documents/organization/234202.pdf,2014,17.37,White House Staff Member Prem Kumar.,"Abdullah bin Abdulaziz Al-Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Silver wristwatch with leather band,Transferred to General Services Administration.,2014-01-05,"19,628.00"
http://www.state.gov/documents/organization/234202.pdf,2014,17.38,White House Staff Member Dr. Susan Rice.,"His Excellency Fumio Kishida, Minister of Foreign Affairs of Japan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Fountain pen, green with gold floral accents, includes ink cartridge",Transferred to General Services Administration.,2014-02-07,"1,614.40"
http://www.state.gov/documents/organization/234202.pdf,2014,17.39,White House Staff Member Caroline Coscia.,"Abdullah bin Abdulaziz Al-Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Black and silver wristwatch with leather band,Transferred to General Services Administration.,2014-03-28,"1,900.00"
http://www.state.gov/documents/organization/234202.pdf,2014,18.43,White House Staff Member Dr. Susan Rice.,"Abdullah bin Abdulaziz Al-Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,White gold wristwatch with link bracelet,Transferred to General Services Administration.,2014-03-28,"5,370.00"
http://www.state.gov/documents/organization/234202.pdf,2014,18.44,White House Staff Member Rob Malley.,"Abdullah bin Abdulaziz Al-Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,White gold wristwatch with link bracelet,Transferred to General Services Administration.,2014-03-28,"8,170.00"
http://www.state.gov/documents/organization/234202.pdf,2014,18.45,White House Staff Member Philip Gordon.,"Abdullah bin Abdulaziz Al-Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,White gold wristwatch with link bracelet,Transferred to General Services Administration.,2014-03-28,"8,170.00"
http://www.state.gov/documents/organization/234202.pdf,2014,18.46,White House Staff Member Ben Rhodes.,"Abdullah bin Abdulaziz Al-Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,White gold wristwatch with link bracelet,Transferred to General Services Administration.,2014-03-28,"8,170.00"
http://www.state.gov/documents/organization/234202.pdf,2014,18.47,White House Staff Member Lisa Monaco.,"His Excellency Abd Rabbuh Mansur Hadi, President of the Republic of Yemen.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Gold medal display, title: ‘‘The Golden Medal of the 50th Anniversary of 26 September and 14 October.’’ Ceremonial Jambiyyah dagger. Silver jewelry set including a necklace, bracelet, and earrings",Transferred to General Services Administration.,2014-03-30,"1,075.00"
http://www.state.gov/documents/organization/234202.pdf,2014,18.48,White House Staff Member Gayle Smith.,"His Excellency Dr. Ali Bin Fetais Al-Marri, Attorney General of the State of Qatar.",Non-acceptance would cause embarrassment to donor and U.S. Government.,77″ x 50″ blue silk Persian carpet with light-colored flowers. Model ship of gold-tone metal,Transferred to General Services Administration.,2014-05-14,"5,125.00"
http://www.state.gov/documents/organization/234202.pdf,2014,18.49,White House Staff Member Dr. Susan Rice.,"The Honorable Amina Mohamed, Cabinet Secretary for Foreign Affairs and International Trade of the Republic of Kenya.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"41″ x 29″ framed painting of African savannah scene featuring elephants, zebras, water buffalo, a watering hole, trees, and a mountain range in the background",Transferred to General Services Administration.,2014-08-09,800.00
http://www.state.gov/documents/organization/234202.pdf,2014,18.5,White House Staff Member Dr. Susan Rice.,"His Excellency Yang Jiechi, State Councilor of the People’s Republic of China.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Red ceramic vase with floral pattern set on wooden base,Transferred to General Services Administration.,2014-09-07,480.00
http://www.state.gov/documents/organization/234202.pdf,2014,18.51,White House Staff Member Dr. Susan Rice.,"His Excellency U Thein Sein, President of the Republic of the Union of Myanmar.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Black vinyl briefcase with zippered pockets. 2014 calendar for ASEAN Summit. Silver-tone ballpoint pen. Black ballpoint pen with Myanmar emblem. Business card case. Black keychain. USB thumb drive. Notebook with tan leather case,Transferred to General Services Administration.,2014-11-11,496.00
http://www.state.gov/documents/organization/234202.pdf,2014,19.55,White House Staff Member Lisa Monaco.,"hness Muhammed bin yef bin Abdulaziz Al-Saud, nister of Interior of the Kingm of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,12″ polished silver shallow bowl His Hig with images of Saudi Arabia Na around a wide brim and a seal Mi of the Kingdom of Saudi Arabia do in the center,Transferred to General Services Administration.,2014-12-10,"3,780.00"
http://www.state.gov/documents/organization/234202.pdf,2014,19.56,White House Staff Member Dr. Susan Rice.,"llency Paolo Gentiloni, nister of Foreign Affairs of e Italian Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Cream color wool and silk scarf His Exce checkered with blue, red, Mi brown, and golden floral deth signs",Transferred to General Services Administration.,2014-12-11,395.00
http://www.state.gov/documents/organization/234202.pdf,2014,19.57,White House Staff Member Dr. Susan Rice.,"Excellency Adel Al-Jubeir, bassador of the Kingdom of udi Arabia to the United ates.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Figurine painted in silver and gold His of a soldier on horseback aimAm ing a rifle set on green marble Sa base,Transferred to General Services Administration.,2014-12-22,970.00
http://www.state.gov/documents/organization/250426.pdf,2013,1.03,"The Honorable Barack Obama, President of the United States.","His Excellency Takeo Akiba, Minister of Political Affairs of the Embassy of Japan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Calligraphy art by Hoin Yamoda. Calligraphy by Douzen Ueno,National Archives and Records Administration.,2012-10-22,920.00
http://www.state.gov/documents/organization/250426.pdf,2013,1.04,"The Honorable Barack Obama, President of the United States.","Mr. Somnuk Thanadechakul, Mayor of Nonthaburi Municipality, the Kingdom of Thailand.",Non-acceptance would cause embarrassment to donor and U.S. Government.,41″ × 51″ framed sketch of President Obama on canvas in monochrome by Praseart Sriratchatchawan,National Archives and Records Administration.,2012-11-16,"1,600.00"
http://www.state.gov/documents/organization/250426.pdf,2013,1.05,"The Honorable Barack Obama, President of the United States.","His Excellency Kenichiro Sasae, Ambassador of Japan to the United States.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Kutani porcelain Henko jar depicting dogtooth violets and a sparrow against a white background by Toshito Nakamura accompanied with a dusting cloth,National Archives and Records Administration.,2013-01-11,765.00
http://www.state.gov/documents/organization/250426.pdf,2013,1.06,"The Honorable Barack Obama, President of the United States.","His Excellency Giorgio Napolitano, President of the Italian Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Book, title: ‘‘L’Italia Unita: 150 Anniversario Unita d’Italia’’ with light brown leather binding and slip case. Small silver and blue picture frame with red corners",National Archives and Records Administration.,2013-02-14,"1,250.00"
http://www.state.gov/documents/organization/250426.pdf,2013,1.07,"The Honorable Barack Obama, President of the United States.","The Honorable Koji Matsuzaki, Mayor of Obama City of Japan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Wakasa-nuri lacquered pen made in Obama City, Japan, with red and gold detail",National Archives and Records Administration.,2013-02-22,640.00
http://www.state.gov/documents/organization/250426.pdf,2013,1.08,"The Honorable Barack Obama, President of the United States.","His Excellency Ali Zeidan, Prime Minister of Libya.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Large silver platter engraved with city scene and inscription. Large woven rug in red, white, green, and black",National Archives and Records Administration.,2013-03-12,800.00
