iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,mn_sat,tuition,race,imprace,imprelig,zipcode,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
49,10,1,20,2,2,19,9,,8,9,29,0,0.2,0,22,2,20,22,18,15,15,10,0,7,5,6,8,6,4,5,6,2,25,8,,,4,1,3,"19,422","62,635.00",1,3,2,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,4,20,20,20,20,5,15,,,,,,,30,15,15,15,15,10,7,10,10,10,8,,,,,,1,7,8,8,7,6,5,7,5,2,4,,,,,,,,,,,,6,3,3,,,,,,,30,15,15,25,5,10,,,,,,,,,,,,,7,6,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,2,0,3,1,10,9,1,1,6,2,244,0,0.01,1,28,2,20,20,20,10,10,20,1,9,9,7,8,8,5,6,4,2,23,9,"1,258.00","25,020.00",2,3,1,"1,890",,1,4,3,2,1,3,3,10,9,10,2,1,7,7,1,9,9,6,10,10,7,5,,15,15,20,20,20,10,20,15,10,25,10,20,25,10,10,25,10,20,6,9,9,8,9,6,9,9,9,9,0,6,7,7,6,7,6,6,4,0,1,15,20,20,20,15,10,6,9,8,8,8,3,1,3,,,,,,,15,20,20,20,15,10,20,20,15,20,10,15,25,10,10,25,10,20,6,9,8,8,8,6,9,8,8,8,0,1,1,1,,15,20,15,20,15,15,15,20,15,20,15,15,15,20,15,20,15,15,15,20,15,20,15,15,7,9,8,8,8,7,9,8,8,8
529,21,0,41,2,21,22,3,3,10,17,547,0,0.2,0,30,2,25,20,20,20,0,15,0,2,7,7,3,6,1,5,6,2,22,5,"1,430.00","26,908.00",4,4,1,,,2,4,1,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,5,,10,25,25,10,10,20,20,20,20,10,10,20,25,25,10,10,5,25,6,10,9,7,5,6,10,7,9,8,1,5,5,5,4,5,5,5,4,0,4,,,,,,,,,,,,5,3,3,10,25,15,20,10,20,10,25,25,15,15,20,20,15,20,10,15,20,25,10,10,20,15,20,5,10,6,7,6,5,8,7,8,7,0,0,0,,,10,25,20,10,15,20,10,30,10,20,5,25,25,15,20,10,10,20,25,15,20,10,10,20,6,10,7,8,7,6,9,7,8,8
303,11,0,20,2,12,14,2,2,14,11,318,0,0.21,0,29,6,40,30,10,8,2,10,1,6,4,5,5,5,5,6,1,2,33,9,"1,400.00","26,019.00",2,2,1,"27,701","16,908.00",4,5,1,2,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,6,,20,25,25,10,15,5,25,15,20,20,15,5,40,10,15,25,5,5,8,10,9,8,6,8,10,9,8,7,0,5,7,7,6,7,5,6,8,0,1,,,,,,,,,,,,6,1,1,,,,,,,40,15,15,15,10,5,30,10,10,20,10,20,50,10,10,15,5,10,8,10,8,8,7,8,9,9,8,7,1,1,1,1,,40,20,20,10,5,5,60,15,15,10,0,0,30,15,25,10,5,15,65,5,10,10,0,10,8,10,8,7,7,8,9,9,7,7
522,14,0,27,2,21,22,4,4,5,16,546,1,-0.16,1,30,2,35,10,20,25,5,5,1,7,8,8,8,6,9,7,7,2,22,1,"1,400.00","25,425.00",2,3,6,"19,087","71,787.00",1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,,10,20,15,20,15,20,10,20,15,20,15,20,20,15,15,20,10,20,7,7,7,9,8,8,7,9,9,9,1,10,8,9,9,7,8,9,7,0,4,,,,,,,,,,,,7,3,2,20,10,10,30,0,30,15,15,20,20,10,20,15,15,20,20,10,20,20,15,20,20,10,15,7,8,9,9,7,8,7,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,1,1,2,1,13,10,5,5,2,2,323,1,0.33,1,25,4,10,20,20,20,10,20,1,6,7,8,8,6,6,6,7,2,30,3,,"3,730.00",4,1,1,,,3,7,4,2,7,2,8,5,10,10,7,3,7,9,5,8,10,5,9,7,1,7,,60,10,10,10,5,5,50,10,5,20,5,10,50,5,5,30,5,5,5,10,6,6,10,4,6,4,3,8,1,8,10,9,7,8,8,8,7,0,3,,,,,,,,,,,,8,1,3,,,,,,,50,5,5,30,10,0,60,10,5,10,5,10,40,5,10,30,10,5,6,8,7,9,9,5,8,7,6,8,21,1,1,1,,60,10,5,10,10,5,60,10,5,10,10,5,50,5,15,20,10,0,60,0,10,40,10,0,5,10,7,7,10,5,9,6,5,10
547,17,1,34,2,21,22,5,16,12,15,523,0,0.19,0,27,4,10,25,20,20,5,20,1,5,4,8,5,7,8,5,4,2,30,8,,,2,1,1,,,2,3,1,7,9,6,9,7,8,8,2,2,8,9,4,9,8,9,9,6,5,6,,25,20,20,20,0,15,30,10,10,30,10,10,25,20,10,25,15,5,7,9,8,8,8,7,9,9,9,7,0,3,8,8,7,6,5,7,6,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,17,1,34,2,21,22,22,16,7,5,513,0,0.6,1,23,2,20,20,20,20,5,15,0,6,5,5,6,5,5,5,5,2,30,8,,,2,1,1,,,2,3,1,7,9,6,9,7,8,8,2,2,8,9,4,9,8,9,9,6,5,6,,25,20,20,20,0,15,30,10,10,30,10,10,25,20,10,25,15,5,7,9,8,8,8,7,9,9,9,7,1,7,7,6,8,7,4,7,6,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1,0,1,2,2,16,5,,12,8,47,0,-0.06,0,30,2,20,20,25,25,5,5,1,9,5,6,5,5,7,5,6,2,21,5,,,4,8,10,"7,661",,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,0,12,18,20,16,16,18,,,,,,,35,15,10,15,5,20,5,9,7,9,10,,,,,,0,4,7,7,4,7,3,5,1,2,0,,,,,,,,,,,,6,3,3,,,,,,,20,15,20,15,10,20,,,,,,,,,,,,,6,9,9,7,10,,,,,,0,0,0,,,15,20,20,20,10,15,,,,,,,,,,,,,,,,,,,5,9,9,7,9,,,,,
288,16,1,32,2,11,21,19,19,8,14,265,0,0.31,1,32,2,15,5,45,10,15,10,0,6,7,7,6,7,7,7,2,2,27,3,"1,380.00","25,552.00",2,3,5,"21,044","53,196.00",1,6,3,2,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2,5,,20,20,15,25,10,10,40,5,10,20,5,20,30,20,5,25,10,10,5,8,7,8,7,5,8,7,6,6,0,3,6,5,3,5,3,3,3,0,1,35,15,20,20,5,5,4,7,5,4,7,4,1,2,,,,,,,30,20,15,30,5,0,40,15,15,30,0,0,33.33,11.11,5.56,33.33,16.67,0,5,7,7,5,7,5,7,7,4,7,0,4,1,2,,30,20,20,20,5,5,30,20,20,30,0,0,40,10,20,20,5,5,30,10,20,10,20,10,6,8,7,7,7,6,7,6,6,7
243,1,1,2,1,10,9,1,1,9,2,235,1,0.33,1,23,2,15,15,20,20,20,10,1,6,6,6,5,5,5,5,3,2,27,16,"1,450.00","26,100.00",2,2,3,,,2,6,2,2,7,2,7,9,5,8,5,7,3,9,5,5,9,8,8,6,2,6,,20,20,20,25,5,10,25,20,15,20,5,15,20,25,15,20,10,10,7,9,8,9,5,7,8,9,6,6,1,8,8,8,8,,,8,7,0,3,20,20,20,25,5,10,7,9,8,7,5,6,1,3,,,,,,,20,20,20,25,5,10,25,20,15,20,5,15,20,20,15,20,15,10,7,9,8,7,5,7,8,8,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,20,1,40,2,21,22,13,20,16,19,527,0,0.49,0,24,6,50,20,10,5,10,5,0,4,4,5,4,7,2,4,3,2,30,8,,,2,5,6,,,2,4,1,7,5,3,5,9,7,8,3,3,8,8,3,7,7,4,6,6,3,7,,30,3,30,30,3,4,30,3,30,30,3,4,20,3,30,30,13,4,7,7,7,7,7,7,7,7,7,7,0,5,5,6,5,5,4,5,3,0,6,,,,,,,,,,,,8,3,3,70,5,5,10,5,5,60,5,10,10,10,5,70,5,5,10,5,5,70,5,5,10,5,5,7,4,6,7,7,7,4,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,3,0,5,1,3,10,7,,5,2,67,0,,0,22,6,20,15,20,20,5,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,8,5,,4,6,7,2,5,,,,,,,,,,,,6,1,2,,,,,,,15,15,30,30,1,9,,,,,,,,,,,,,9,8,8,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,16,0,31,2,14,18,4,4,10,3,363,0,-0.17,0,23,4,25,20,20,20,5,10,0,,,,,,,,,,27,3,"1,260.00","24,921.00",2,2,4,"18,103","31,516.00",1,7,2,3,10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6,4,,15,25,20,20,0,20,30,10,15,15,30,0,50,0,20,25,0,5,7,10,8,9,6,7,10,9,7,9,0,,,,,,,,,,1,,,,,,,,,,,,6,1,3,,,,,,,20,25,20,10,5,20,40,0,20,10,30,0,60,0,15,15,0,10,7,10,9,8,7,6,8,9,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,4,0,7,2,7,16,14,14,14,14,171,0,0.38,1,29,2,19.57,10.87,19.57,19.57,19.57,10.87,1,6,8,9,5,8,3,6,6,2,24,10,,,2,9,7,"55,379","38,774.00",2,7,1,2,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,5,,11.36,18.18,22.73,18.18,11.36,18.18,9,8,9,8,9,9,22.22,13.33,17.78,20,8.89,17.78,5,5,7,9,7,,,,,,0,9,9,9,7,8,5,8,5,0,2,14,20,20,18,14,14,7,8,10,7,7,5,3,3,,,,,,,15.69,17.65,19.61,15.69,15.69,15.69,8,8,8,9,9,8,20.41,14.29,16.33,18.37,14.29,16.33,7,7,9,7,8,,,,,,0,0,0,,,15.09,16.98,18.87,16.98,15.09,16.98,,,,,,,9,8,7,8,9,9,10,7,8,9,7,,6,6,9,7,8,,,,,
410,14,1,28,2,15,18,18,10,9,12,390,0,-0.03,0,30,4,10,20,20,10,10,30,1,8,6,8,6,6,,6,6,2,27,8,"1,360.00","26,062.00",2,8,8,"10,021","55,080.00",1,5,1,7,10,8,5,8,1,1,8,10,1,8,2,2,4,4,5,1,1,5,,20,20,20,20,10,10,50,10,10,10,5,5,30,10,10,20,10,10,7,10,6,10,10,7,10,10,5,10,0,2,1,3,5,10,1,1,10,2,2,30,10,30,10,15,15,8,10,10,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,1,1,2,2,11,21,9,9,1,17,268,1,-0.21,0,24,3,30,20,20,10,15,5,1,9,9,9,8,,7,8.5,7,2,29,10,,,2,8,4,,,2,5,2,2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,,30,25,18,18,4,5,37,10,11,20,5,17,17,15,23,20,15,10,7,10,5,7,7,6,9,9,6,8,1,10,9,9,6,9,6,10,10,0,2,30,28,20,15,4,3,10,9,7,5,5,8,1,2,,,,,,,30,25,18,18,4,5,37,10,11,20,5,17,17,19,22,17,15,10,7,8,7,7,7,7,8,9,7,8,1,1,1,1,,30,25,18,18,4,5,60,5,20,10,0,5,37,10,11,20,5,17,17,15,23,20,15,10,7,6,6,6,6,7,9,8,7,9
43,4,1,8,2,2,19,2,,11,14,34,0,-0.07,0,21,4,30,5,30,15,15,5,0,4,4,6,4,6,,5,4,2,24,8,,,2,1,1,"6,700",,6,6,3,2,8,9,6,5,7,7,2,5,5,9,6,7,4,6,5,2,1,3,1,25,35,30,10,0,0,,,,,,,20,25,20,20,5,10,3,8,3,7,2,,,,,,0,6,5,5,6,7,2,6,2,2,0,,,,,,,,,,,,5,1,2,,,,,,,40,30,5,20,5,0,,,,,,,,,,,,,4,7,6,3,2,,,,,,0,0,0,,,30,30,30,10,0,0,,,,,,,,,,,,,,,,,,,3,8,5,3,2,,,,,
237,4,0,7,1,10,9,3,3,1,3,245,0,0.31,1,32,2,18,10,30,10,10,22,0,7,8,6,6,,,6,4,2,34,7,"1,290.00","15,309.00",2,10,1,"91,206","37,405.00",3,7,4,6,1,1,10,7,8,9,9,1,1,10,6,8,6,2,9,2,10,4,,10,20,20,20,20,10,30,10,10,30,10,10,30,5,15,30,10,10,8,10,7,8,8,8,10,9,7,10,1,6,8,9,8,10,,7,7,0,0,10,20,25,10,20,15,4,8,7,6,6,6,1,3,,,,,,,10,20,25,15,20,10,20,15,15,20,10,20,30,10,10,20,10,20,5,9,6,4,7,6,8,7,5,7,0,0,0,,,10,20,30,10,20,10,20,20,20,5,30,5,25,15,10,20,20,10,40,5,10,20,10,15,2,8,4,2,4,3,7,5,1,1
219,6,1,12,2,9,20,14,2,13,5,198,0,-0.12,0,23,4,15.38,19.23,17.31,19.23,9.62,19.23,0,5,4,5,4,4,4,4,4,2,26,8,,,2,1,1,"8,025",,1,3,2,7,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,,16.28,16.28,18.6,16.28,16.28,16.28,8,5,8,9,6,8,20,12.5,15,17.5,17.5,17.5,7,7,6,9,6,,,,,,0,3,6,5,5,5,3,4,4,2,,19.51,12.2,17.07,19.51,14.63,17.07,7,8,8,7,7,7,1,3,,,,,,,19.51,12.2,17.07,19.51,14.63,17.07,8,6,6,8,6,6,18.42,13.16,15.79,21.05,15.79,15.79,7,8,9,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,9,1,18,2,11,21,14,14,18,12,263,0,0.64,0,26,1,20,20,20,10,20,10,0,7,4,9,6,7,3,7,3,2,27,3,,,2,2,5,"430,000",,6,5,5,2,4,4,2,4,7,5,8,1,2,6,2,6,8,7,5,3,9,2,,20,20,20,15,5,20,35,20,1,19,1,24,25,10,10,25,20,10,7,8,6,8,5,7,7,9,4,7,1,6,7,9,7,8,6,8,6,0,3,20,15,20,15,15,20,7,9,8,7,4,3,3,3,,,,,,,15,20,20,15,10,20,30,15,10,15,10,20,15,20,15,20,15,15,6,8,7,6,5,6,6,9,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7,0,13,2,7,16,2,2,13,13,170,0,0.74,1,28,4,16.28,20.93,18.6,18.6,13.95,11.63,1,6,6,7,5,8,5,6,5,2,27,8,,,4,7,4,"8,034",,5,4,1,7,7,4,6,9,9,9,5,2,1,10,10,9,9,5,7,9,7,5,,15.09,16.98,16.98,18.87,18.87,13.21,9,9,9,9,9,9,23.81,16.67,14.29,23.81,9.52,11.9,8,9,9,9,8,,,,,,0,3,8,8,4,8,1,4,1,0,,15.38,17.31,19.23,19.23,19.23,9.62,8,8,9,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,10,1,20,2,7,16,10,10,1,2,143,0,0.13,1,33,2,8.33,20.83,20.83,14.58,16.67,18.75,0,5,6,7,6,4,,5,5,2,23,10,,,2,1,1,"80,005","47,572.00",2,6,2,2,9,9,8,6,8,8,9,2,5,6,5,6,8,6,7,3,2,3,,18.6,13.95,18.6,16.28,16.28,16.28,9,5,6,8,5,5,13.64,18.18,20.45,13.64,15.91,18.18,6,7,7,7,5,,,,,,0,3,7,6,4,5,2,3,4,0,4,,,,,,,,,,,,6,1,3,,,,,,,19.05,14.29,19.05,16.67,16.67,14.29,9,5,6,8,7,8,13.64,18.18,20.45,15.91,13.64,18.18,6,5,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,1,0,1,2,21,22,21,21,21,11,541,0,0.15,1,23,4,40,30,0,20,0,10,0,,,,,,,,,,28,6,"1,340.00","25,380.00",4,2,2,"10,594",,2,4,2,16,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7,6,,10,20,30,10,10,20,50,10,10,10,10,10,50,10,10,10,10,10,5,6,4,8,9,5,6,8,3,9,0,,,,,,,,,,0,,,,,,,,,,,,5,1,2,30,20,10,20,5,5,10,20,10,20,10,30,50,10,10,20,5,5,70,5,5,10,5,5,3,3,7,2,7,3,3,8,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0,13,1,1,10,5,,5,5,15,0,-0.27,0,24,3,30,10,20,10,10,20,1,8,7,9,6,9,5,8,4,2,22,1,,,4,2,4,"91,360","54,620.00",1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,3,15,15,25,20,15,10,,,,,,,30,12,13,25,10,10,6,6,5,7,7,,,,,,0,4,7,7,4,8,5,5,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,16,0,31,2,11,21,21,21,9,15,287,0,0.01,1,22,4,35,40,5,5,7,8,1,9,9,9,9,6,10,9,8,2,26,10,,,4,2,2,,,1,3,3,4,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2,4,,20,30,10,15,10,15,20,20,20,10,20,10,20,30,20,10,20,10,7,6,5,7,7,6,6,7,6,5,0,3,7,7,4,6,5,5,3,0,0,40,25,10,10,5,10,5,5,5,5,5,1,1,2,,,,,,,40,30,7,8,7,8,10,35,40,5,5,5,50,15,7,11,7,10,8,8,8,7,7,8,8,8,7,7,0,0,0,,,17,20,13,17,13,20,20,20,13,20,10,17,20,15,15,20,10,20,20,15,15,20,10,20,7,9,5,6,5,7,8,6,6,4
42,3,1,6,2,2,19,10,,16,4,24,0,0.09,0,27,2,10,20,20,15,20,15,0,6,8,,7,,,7,5,2,23,5,,,4,1,6,"94,133","28,891.00",2,7,4,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,,,,,,,25,10,10,30,5,20,6,9,6,8,4,,,,,,0,7,6,7,9,8,2,3,1,2,1,,,,,,,,,,,,8,3,3,,,,,,,30,30,10,15,10,5,,,,,,,,,,,,,7,9,8,6,6,,,,,,0,0,0,,,15,30,15,15,10,15,,,,,,,,,,,,,,,,,,,7,9,8,7,6,,,,,
443,4,1,8,2,17,11,6,10,7,7,436,0,-0.02,0,23,2,28,8,17,22,17,8,0,7,10,9,9,9,7,8,10,2,27,13,"1,290.00","21,645.00",3,1,3,"17,403","27,794.00",2,6,2,9,9,5,7,8,5,5,5,3,7,6,1,6,7,8,8,4,5,7,,30,25,10,20,0,15,40,10,10,30,0,10,40,0,20,20,20,0,7,10,9,7,7,7,8,8,10,9,1,7,6,7,8,8,5,6,5,,3,40,20,10,20,10,0,7,8,7,8,8,6,1,2,,,,,,,30,15,15,20,10,10,40,20,10,10,10,10,40,20,10,10,10,10,7,7,7,8,8,7,7,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,6,1,12,2,2,19,2,,19,14,34,0,-0.05,0,21,4,30,5,30,15,15,5,0,4,5,6,5,6,5,5,3,2,28,8,,,2,6,6,"10,012",,2,6,3,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,7,25,15,25,15,0,20,,,,,,,20,20,20,10,10,20,7,8,6,8,7,,,,,,1,7,7,7,7,7,7,7,7,2,9,,,,,,,,,,,,7,3,3,,,,,,,25,25,0,25,0,25,,,,,,,,,,,,,7,8,8,6,7,,,,,,0,0,0,,,30,20,20,10,10,10,,,,,,,,,,,,,,,,,,,7,7,10,5,7,,,,,
296,3,0,5,2,12,14,12,12,1,2,309,0,0.53,1,32,2,20,20,20,20,10,10,0,8,10,10,8,10,4,5,8,2,28,9,"1,400.00","26,630.00",2,10,10,"11,365","40,695.00",1,4,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,3,,15,20,35,15,5,10,50,0,5,25,0,20,50,0,10,30,0,10,8,9,6,10,9,6,9,10,6,8,0,7,8,9,3,5,5,6,1,0,4,,,,,,,,,,,,6,3,2,,,,,,,20,25,35,5,5,10,35,5,10,20,15,15,35,5,10,20,15,15,8,9,10,7,9,8,9,9,7,8,3,3,1,1,1,15,15,25,15,15,15,15,15,25,15,15,15,30,10,15,25,5,15,30,10,15,25,5,15,8,10,10,9,9,8,9,10,7,8
411,15,1,30,2,15,18,11,1,11,17,395,0,0.46,1,33,2,20,20,20,10,10,20,0,7,8,9,7,,8,7,7,2,34,8,"1,206.00","22,481.00",2,8,2,"20,817","80,006.00",3,4,1,7,7,6,6,7,7,6,3,3,1,8,1,7,6,7,10,8,3,3,,35,15,15,25,10,0,40,20,15,15,5,5,60,0,10,20,0,0,8,6,9,7,5,7,7,7,8,6,0,8,10,10,8,9,5,5,4,2,2,80,0,0,20,0,0,9,7,8,10,6,8,1,3,,,,,,,50,0,25,25,0,0,40,20,20,10,10,0,70,20,0,10,0,0,8,7,9,10,7,8,6,8,8,6,1,1,0,0,,80,0,10,10,0,0,70,0,10,20,0,0,70,0,15,15,0,0,80,20,0,0,0,0,7,8,8,9,6,7,7,8,9,7
390,12,0,23,2,15,19,18,18,16,17,413,0,0.17,0,26,2,10,10,30,30,5,15,0,5,6,7,5,6,6,5,6,2,30,9,"1,430.00","26,908.00",4,1,10,0,,6,4,3,2,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,6,,10,20,20,10,10,30,20,20,20,20,10,10,10,20,20,10,10,30,8,8,8,8,8,8,8,8,8,8,1,6,8,8,8,8,,8,8,2,10,10,20,20,10,10,30,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1,0,1,2,7,16,9,9,3,4,161,0,-0.01,1,22,2,16.67,18.75,18.75,18.75,18.75,8.33,0,8,7,8,7,6,4,7,6,2,24,13,,,2,1,4,"92,075","50,745.00",1,5,2,2,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,7,,14.29,14.29,21.43,21.43,19.05,9.52,8,7,6,7,6,6,19.57,13.04,17.39,19.57,15.22,15.22,9,9,9,10,7,,,,,,1,10,10,9,8,8,7,9,8,0,,14.58,16.67,20.83,20.83,14.58,12.5,9,10,10,9,8,8,3,3,,,,,,,14.29,18.37,20.41,20.41,14.29,12.24,8,6,7,9,7,7,19.15,17.02,14.89,19.15,14.89,14.89,8,10,10,8,6,,,,,,0,3,0,0,1,15.91,18.18,20.45,20.45,13.64,11.36,,,,,,,7,9,7,7,8,8,9,7,7,9,7,,9,12,12,12,7,,,,,
298,5,0,9,2,12,14,14,14,7,6,313,0,-0.02,1,27,2,19,13,18,18,10,22,0,4,6,7,5,7,5,7,7,2,22,6,"1,212.00","9,210.00",2,7,1,"14,075","37,315.00",2,6,2,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,1,,10,30,20,10,15,15,30,30,20,10,5,5,50,10,10,10,10,10,7,10,9,10,10,7,10,10,9,10,1,8,8,8,8,8,8,8,7,0,3,,,,,,,,,,,,7,3,3,,,,,,,15,25,25,5,5,25,20,25,15,10,10,20,35,10,10,20,10,15,7,9,10,9,10,7,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,9,1,18,2,4,18,13,,12,9,84,0,0.1,0,32,3,30,30,30,5,0,5,0,4,5,6,3,7,3,4,3,2,32,10,,,2,2,6,0,,1,4,4,2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6,18,30,10,30,20,10,0,,,,,,,10,30,20,30,10,0,8,5,7,10,9,,,,,,1,9,8,7,5,5,4,7,8,2,8,,,,,,,,,,,,9,1,3,,,,,,,50,20,0,30,0,0,,,,,,,,,,,,,8,7,8,6,7,,,,,,1,1,1,,,50,10,20,20,0,0,,,,,,,,,,,,,,,,,,,7,8,9,8,9,,,,,
250,8,1,16,1,10,9,7,7,9,5,238,1,0.81,0,27,2,15,20,20,15,15,15,1,9,8,9,9,10,10,9,8,2,25,6,"1,402.00","27,240.00",6,1,1,,,4,2,1,2,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,,20,20,20,20,10,10,30,20,10,20,5,15,20,20,20,20,10,10,10,9,9,10,10,10,9,10,9,10,1,8,8,8,9,7,8,8,9,0,5,20,20,20,20,10,10,10,9,10,8,10,6,1,1,,,,,,,20,20,20,20,10,10,30,10,10,30,10,10,20,20,20,20,10,10,10,9,10,8,10,10,9,10,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,1,1,2,2,17,11,11,3,7,3,432,0,0.03,1,28,2,15,30,30,10,10,5,1,9,10,10,8,10,8,9,9,2,21,1,"1,450.00","25,917.00",2,8,2,"20,129",,1,7,2,1,10,10,10,10,7,7,7,3,1,3,5,5,10,8,10,8,5,7,,35,5,30,20,5,5,35,5,30,20,5,5,40,5,20,10,20,5,8,8,9,9,9,9,9,10,9,10,0,7,7,8,5,7,2,7,4,2,2,40,15,20,10,10,5,10,8,10,10,10,4,1,1,,,,,,,80,0,10,10,0,0,80,0,10,10,0,0,80,0,10,10,0,0,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
